Name;Address;contact;ps
STUDENTS CLUB;2/1, BALARAM BOSE 2ND LANE.;;Bhowanipore PS.
75 PALLY, ;1/1C, DEBENDRA GHOSH RD. Kolkata 25;;Bhowanipore PS.
BHOWANIPORE RECREATION CLUB;26, GANGA PR. MUKHERJEE RD. Kolkata 25;;Bhowanipore PS.
GOALMATH DURGA PUJA SAMITY;51, TOWNSHEND RD. Kolkata 25;;Bhowanipore PS.
DAKSHIN KOLKATA KALYAN SAMITY;9A, RANI SANKARI LANE, Kolkata 25;;Bhowanipore PS.
JATIYA UNNAYAN SANGHA;8, NAFFAR KUNDU RD.;;Bhowanipore PS.
BHOWANIPORE UDAYAN CLUB;1, BINOY BOSE ROAD, Kolkata 25;;Bhowanipore PS.
BHOWANIPORE DURGA PUJA SAMITY;14, GIRISH MUKHERJEE RD. Kolkata 25;;Bhowanipore PS.
BHOWANIPORE RITWIK CLUB DURGA PUJA COMMITTEE;76/B, P.P.RD.;;Bhowanipore PS.
 DAKSHIN KOLKATA SARBOJANIN DURGOTSAB;30A, ALLENBY RD. Kolkata 20;;Bhowanipore PS.
KALYAN CHAKRA AVIJATRI DURGOTSAB;12/4A, CHAKRABERIA ROAD(S), Kolkata 25;;Bhowanipore PS.
HARISH PARK SARBOJANIN DURGOTSAB SAMITY;61/1 HARISH MUKHERJEE RD, Kolkata 25(B);;Bhowanipore PS.
UNIQUE FRIENDS ASSOCIATION;12, KALIGHAT RD. ;;Bhowanipore PS.
SANGHAMITRA;40/5 SUBURBAN SCHOOL RD.Kolkata 25;;Bhowanipore PS.
KOLKATA POURA KARMACHARI SARBAJANIN COM.;Inside of Jatin Das Park, Kolkata 26;;Bhowanipore PS.
TOLLYGUNGE NAGARIK SAMSAD;29, Chinmoy Chatterjee Sarani, Kolkata 33;;Charumarket PS.
TOLLYGUNGE SANSKRITI PARISAD;58, P.B. Shah Road. Kolkata 33.;;Charumarket PS.
SWISS PARK  SARBOJANIN SARADOTSAB COMMITTEE ;45, Russa Road East, 1st Lane, Kolkata 33;;Charumarket PS.
SULTAN ALAM RD. SARBOJANN DURGOTSAV SAMITY ;32, Sultan Alam Rd. Kolkata 33.;;Charumarket PS.
BISWAS PARA BALAK BRINDA ;21, Biswas Para Lane,  Kolkata 33.;;Charumarket PS.
TOLLYGUNGE LAKE PALLY UNNYAN SAMITY (WOMEN WINGS) ;21, Charu Chandra Place East, Kolkata 33.;;Charumarket PS.
MAYUKH ;16, Russa Road (E), 1st Lane, Kolkata 33;;Charumarket PS.
NABAPALLY SANGHA, SARBOJANIN DURGOTSAB ;45A, Charu Avenue, Kolkata 33.;;Charumarket PS.
BADAM TALA SPORTING  CLUB ;18F, Prince Anawar Shah Ln. Kolkata 33;;Charumarket PS.
LAKE GARDEN YOUTH ASSOCIATION. ;Charu Chandra Place East,  Kolkata 33.;;Charumarket PS.
SHANTI PALLY PUJA SAMITY ;4, Pankajini Chatterjee Rd. Kolkata 33.;;Charumarket PS.
DEEPAK SANGHA. ;13C, Prince Rahimuddin Ln,Kolkata 33;;Charumarket PS.
TOLLYGUNGE  FRIEND’S ASSOCIATION.;93/C, Tollygunge Rd. Kolkata 33.;;Charumarket PS.
PRAVATI SANGHA ;51, Prince Baktiar Shah Rd. Kolkata 33.;;Charumarket PS.
48,-BLOCK SWISS PARK DURGOTSAB COMMITTEE. ;95/16, Swiss Park , Kolkata 33.;;Charumarket PS.
BAISHAKHI  PALLY ;20, Prince Baktiar Shah Rd. Kolkata 33.;;Charumarket PS.
TOLLYGUNGE  VIVAKANANDA BRATI  SANGHA ;5/2, B .L. Ganguly Ln., Kolkata 33.;;Charumarket PS.
TOLLYGUNGE PALLY BANDHAB SAMITY;77A, Tollygunge Road, Kolkata 33.;;Charumarket PS.
INDRANI   PARK TARUN SANGHA.;17/2, Indrani Park, Kolkata 33;;Charumarket PS.
LAKE GARDENS GOV’T HOUSING WELFARE ASSOCIATION. ;48/4 Sultan Alam Rd. Kolkata 33.;;Charumarket PS.
WELFARE ASSOCIATION 91, PLOT(South) PUJA  COMMITTEE. ;91/41C,  , Tollygunge Road. Kolkata 33.;;Charumarket PS.
91, PLOT TOLLYGUNGE SARBOJANIN PUJA SAMITY ;91/4A, Tollygunge Road. Kolkata 33;;Charumarket PS.
TOLLYGUNGE ADI DURGA MANCHA PUJA COMMITTEE;44, Gobinda Banerjee Road, Kolkata-33;;Charumarket PS.
TOLLYGUNGE ADI BARAWAN DURGAUTSAB COMMITTEE;72, K.P.Roy Lane, Kolkata-33;;Charumarket PS.
NABADAY SANGHA;70/C, Izzutullah Lane, Kolkata-33;;Charumarket PS.
ALIPORE JANAKALYAN SAMITY ;42/12, Raja Santosh  Rd., Kolkata 27;;Chetla PS.
ALIPORE TARUN  DAL ;35D,Raja Santosh Rd, Kolkata 27;;Chetla PS.
CHATURANGA RECREATION CLUB.;32, Gobinda Auddy Rd. Kolkata 27.;;Chetla PS.
CHETLA C.I.T. MARKET ABASIK WOMEN’S COUNCIL ;33,33/1, Chetla Central Rd. Kolkata 27.;;Chetla PS.
DAKSHIN  CHETLA  SARBOJANIN DURGAPUJA  COMMITTEE ;2A, Sankar Bose Rd., Kolkata 27.;;Chetla PS.
CHETLA PALLY SARBOJANIN DURGOTSAB;69/3, Chetla Rd. Kolkata 27.;;Chetla PS.
24, PALLY SARBOJANIN DURGA UTSAB CHETLA YUBAK SANGHA,;78B, Peary Mohan Roy Rd. Kolkata 27.;;Chetla PS.
CHETLA CENTRAL ASSOCIATION. ;33/4A, Chetla Central Rd. Kolkata 27.;;Chetla PS.
KOLAHAL GOSTHI SARBOJANIN DURGOTSAB COMMITTEE. ;68/1A, Alipore Rd., Kolkata 27.;;Chetla PS.
AKSHAY SANGHA ;178, Peary Mohan Roy Rd. Kolkata 27;;Chetla PS.
SABJI BAGAN PALLY SARBOJANIN DURGOTSAV COMMITTEE ;17A, Gobinda Auddy Rd. Kolkata 27;;Chetla PS.
NABAJATRI  PUJA ORGANISATION ;1A, Shyam Bose Rd. Kolkata 27.;;Chetla PS.
FAMILY & FRIENDS(CHETLA AGRANI CLUB);3, Peary Mohan Roy Rd.  Kolkata 27.;;Chetla PS.
TRIPARNA PUJA COMMITTEE ;39A, Gobinda Auddy Rd. Kolkata 27;;Chetla PS.
ALAPI ;87, Alipore Road.  Kolkata 27.;;Chetla PS.
FRIENDS CULTURAL ASSOCIATION ;109, Alipore Road.  Kolkata 27.;;Chetla PS.
DURGAPUR SARBOJANIN SAMITY;4B, Durgapur Lane, Kolkata 27.;;Chetla PS.
CHETLA  SARBOJANIN SARODATSAB ;49/5A, Jainuddi Mistry Ln., Kolkata 27;;Chetla PS.
SARBOJANIN DURGOTSAB, AKAL BODHAN;70, Jainuddi Mistry Lane, Kolkata 27.;;Chetla PS.
KALIMANDIR PUJA COMMITTEE (Not Immerse);25, Durgapur Lane, Kolkata 27.;;Chetla PS.
MAHESH  DUTTA LANE SARBOJANIN DURGA PUJA COMMITTEE ;20/17, Mahesh Dutta Lane. Kolkata 27.;;Chetla PS.
MAHESH PALLY DURGATSAV COMMITTEE;4B, Mahesh Dutta Lane. Kolkata 27;;Chetla PS.
Sahid Smriti Sangha,; 105, A P Rd, Kolkata 14 ;;Entally PS 
Canal South Road Adhibasi Brinda, ; 10, Canal South Road, Kolkata 15;;Entally PS 
Naba Chakra, ; 12/1/1, Beliaghata Road, Kolkata 15;;Entally PS 
Motijheel Udyan & Amra Kajan Sangha,; 1/11, Motijheel Lane,;;Entally PS 
Kolkata Sarbjanin Durgotsav Committee, ;5A, Oriya Para Lane, Kolkata 14;;Entally PS 
Sarbajanin Durgapuja Bhuban Srithi Sangha,  ;92, D.C. Dey Road, Kolkata 15;;Entally PS 
Entally Sarbajanin Durgapuja Committee, ;28/1, Convent Road;;Entally PS 
Entally Sarbajanin Sri Sri Durgapuja,  ; 13, Gope Lane, Kolkata 14;;Entally PS 
Entally Udyan Sangha,    ;1A, Haralal Das Street, Kolkata 14;;Entally PS 
Uttar Entally Sarbajanin Durgapuja,; 6, Palmer Bazar Road, Kolkata 15;;Entally PS 
Entally Sangha, ;22A, A. Palit Road,Kolkata 14;;Entally PS 
Entally Kathalbagan Saradiya Utsav Committee, ;55, Shambhu Babu Lane, Kolkata 14;;Entally PS 
Dakshin Entally Sarbajanin Durgapuja Committee, ;22D, Ismail Street, Kolkata 14;;Entally PS 
Entally Yubak Samilani, ;4, Convent Lane, Kolkata 15;;Entally PS 
Sarir Sangathan Samity, ;19, South Sealdah Road, Kolkata 15;;Entally PS 
Entally Sarbajanin Durgapuja Samity, ;1, Deb Lane, Kolkata 14;;Entally PS 
Bhatri Sangha, ;P1, P6 Beliaghata Road, Kolkata 15;;Entally PS 
Kamardanga Sadharan Durgotsav Samity, ;39/1, Pottery Road, Kolkata 15;;Entally PS 
Beliaghata Shibtala Sarbajanin Durgotsav, ;16/2, Shibtala Lane, Kolkata 15;;Entally PS 
Entally Janasevak Sangha, ; 136A, Middle Road, Kolkata 14;;Entally PS 
Munshi Bazar Yubak Sangha, ; 2, Munshi Bazar Road, Kolkata 15;;Entally PS 
Entally Charaktala Yubak Brinda, ;  108, Ananda Palit Road, Kolkata 14;;Entally PS 
Chunapatty Yubak Sangha,;   17, South Sealdah Road, Kolkata 15;;Entally PS 
56 Pally Sarbajanin Durgotsav Committee, ;104E, D.C. Dey Road.;;Entally PS 
Saradia Prabartak,  ;3/2, Kamardanga Road, Kolkata ;;Entally PS 
SBI qtr. Puja Committee,   ;19, Convent Road, Kolkata 14;;Entally PS 
Motijhil Sarbajanin Sri Sri Durgotsav Committee,   ;4/40, Convent Lane,   Kolkata 15;;Entally PS 
Tangra Sarbajanin Durgatsav Committee,  ;23, R N C Road, Kolkata 15;;Entally PS 
Pally Basi of Pottery Road, ;  34, Pottery Road, Kolkata 15;;Entally PS 
Akshay Kanan Pallibasi Durga Puja Committee.(Silpashree Gali, Setala Mandir) ;J-318/B Pahar Pur Road, Kolkata 24;9007273191;GARDEN REACH PS 
Ananda Mayee Durga Puja Committee. ;8B, Hari Mohan Ghosh Rd. Kolkata 24;9007273191;GARDEN REACH PS 
Banerjee Bagan Sarbojonin Durgotsav Committee (Near corporation Market) ;J-272/A, Paharpur Road, Kolkata 24 ;9007273191;GARDEN REACH PS 
Bharti Sports Club. ;C-1/3/28/A, Garden Reach Road Kolkata 24 ;9007273191;GARDEN REACH PS 
Deshagourav Pathagar Sarodotsav Committee. (ESI office near Bank of India.) ;J-208, Pahar pur Road, Kolkata 24 ;9007273191;GARDEN REACH PS 
Kalyan Byam Samiti. ;J-378/A, Paharpur Road, Kolkata 24;9007273191;GARDEN REACH PS 
"New Bengal Sporting Club 
(Near Kaddam Shah Building) ";J-191, Fathepur Village Road Kolkata 24;9007273191;GARDEN REACH PS 
Ramnagar Police Camp Durgotsav Committee. (Ramnagar Xing) ;1, Taratalla Road, Kolkata 24.;9007273191;GARDEN REACH PS 
Ramnagar Sarbojanin Durgotsav Committee. ;G-297, Ramnagar Lane, Kolkata 24 ;9007273191;GARDEN REACH PS 
 Swaraswat Sammilani;2, Beni Banerjee Avenu, Kolkata 31 Ward No 92;9609703926;Garfa PS
 Swaraswat Sammilani;2, Beni Banerjee Avenu, Kolkata 31 Ward No 92;9609703926;GARFA PS
105, Pally Sarbojanin Durgotsav Committee;112, Ashutosh Colony,  Haltu, Kolkata 78 Ward No 105;9609703926;Garfa PS
105, Pally Sarbojanin Durgotsav Committee;112, Ashutosh Colony,  Haltu, Kolkata 78 Ward No 105;9609703926;GARFA PS
94 Pally Sarbojanin Durgotsav Committee;61/D,Salimpur Rd.Kolkata 31 Ward No 92;9609703926;Garfa PS
94 Pally Sarbojanin Durgotsav Committee;61/D,Salimpur Rd.Kolkata 31 Ward No 92;9609703926;GARFA PS
Adibasi Brinda ;Bihari Mondal Road,Kolkata 78 Ward No 106;9609703926;Garfa PS
Adibasi Brinda ;Bihari Mondal Road,Kolkata 78 Ward No 106;9609703926;GARFA PS
Agamoni  ;43, Sarat Bose Rd. Colony, Kolkata 78 Ward No 105;9609703926;Garfa PS
Agamoni  ;43, Sarat Bose Rd. Colony, Kolkata 78 Ward No 105;9609703926;GARFA PS
Aikatan ;70/3/2,  Salimpur Rd., Kolkata 31 Ward No 92;9609703926;Garfa PS
Aikatan ;70/3/2,  Salimpur Rd., Kolkata 31 Ward No 92;9609703926;GARFA PS
Anchalik Adhibasi Brinda;17, Lalbahadur Sarani, Paglirmath, Kolkata 78 Ward No 106;9609703926;Garfa PS
Anchalik Adhibasi Brinda;17, Lalbahadur Sarani, Paglirmath, Kolkata 78 Ward No 106;9609703926;GARFA PS
Anchalik Nagarik Brinda;P.N.Kundu Lane, Simar Math, Kolkata 78 Ward No 105;9609703926;Garfa PS
Anchalik Nagarik Brinda;P.N.Kundu Lane, Simar Math, Kolkata 78 Ward No 105;9609703926;GARFA PS
Avishikta 1 No Saradotsav Committee;369 /1, Purbachal Kalitala Rd. Kolkata 78 Ward No 106;9609703926;Garfa PS
Avishikta 1 No Saradotsav Committee;369 /1, Purbachal Kalitala Rd. Kolkata 78 Ward No 106;9609703926;GARFA PS
Avishikta-2 Puja Committee;369 /3, Purbachal, Kalitala,Kolkata 78 Ward No 106;9609703926;Garfa PS
Avishikta-2 Puja Committee;369 /3, Purbachal, Kalitala,Kolkata 78 Ward No 106;9609703926;GARFA PS
Bypass  Sarbojanin Durgotsav Committee;Arya Vidyalaya Rd. , Kolkata 78 Ward No 105;9609703926;Garfa PS
Bypass  Sarbojanin Durgotsav Committee;Arya Vidyalaya Rd. , Kolkata 78 Ward No 105;9609703926;GARFA PS
Dakhsin Dhakuria Sarbojanin Durpuja  Committee;1, Bapuji Colony,Naskar Para, Kolkata 31 Ward No 92;9609703926;Garfa PS
Dakhsin Dhakuria Sarbojanin Durpuja  Committee;1, Bapuji Colony,Naskar Para, Kolkata 31 Ward No 92;9609703926;GARFA PS
Dakshinpurba, Dhakuria  Sarbojanin Durga Puja Committee;86/1A , Salimpur Rd. Kolkata 31 Ward No 92;9609703926;Garfa PS
Dakshinpurba, Dhakuria  Sarbojanin Durga Puja Committee;86/1A , Salimpur Rd. Kolkata 31 Ward No 92;9609703926;GARFA PS
Dhakshin Purbachal Sarbojanin Durgotsav Committee, Udayan Sangha;32, Hospital Rd., Kolkata 78   Ward No 106;9609703926;Garfa PS
Dhakshin Purbachal Sarbojanin Durgotsav Committee, Udayan Sangha;32, Hospital Rd., Kolkata 78   Ward No 106;9609703926;GARFA PS
Dhakshinayan North Purbachal Development Association;21/22 B, Purbachal South Rd. Kolkata 78 Ward No 106;9609703926;Garfa PS
Dhakshinayan North Purbachal Development Association;21/22 B, Purbachal South Rd. Kolkata 78 Ward No 106;9609703926;GARFA PS
Dhakshinayan Rasidence Welfare Socity ;21/35, Purbachal  Canal South Rd. , Kolkata 78 Ward No 106;9609703926;Garfa PS
Dhakshinayan Rasidence Welfare Socity ;21/35, Purbachal  Canal South Rd. , Kolkata 78 Ward No 106;9609703926;GARFA PS
Dhakuria Pragati Sangha;Tanupukur Rd.Kolkata 31 Ward No 92;9609703926;Garfa PS
Dhakuria Pragati Sangha;Tanupukur Rd.Kolkata 31 Ward No 92;9609703926;GARFA PS
Dhakuria Sarbojonin Durgotsab ;173, Sarat Ghosh garden Rd., Kolkata - 31 Ward No 92;9609703926;Garfa PS
Dhakuria Sarbojonin Durgotsab ;173, Sarat Ghosh garden Rd., Kolkata - 31 Ward No 92;9609703926;GARFA PS
